2019-12-24 09:07:12.504760,376207455298,User_0001                                       ,RBVHINNO|||||VCU-S_01|||||Normal
2019-12-24 09:07:17.512098,376207455298,User_0001                                       ,RBVHINNO|||||RaspberryPi4_02|||||Normal
2019-12-24 09:07:20.403791,376207455298,User_0001                                       ,RBVHINNO|||||RaspberryPi4_01|||||Normal
